u,g,r,i,z,redshift
20.17431,18.39513,18.49811,19.58208,22.82007,0.08437989
22.58656,21.29271,20.23975,19.50241,19.17643,0.4675485
23.09533,21.45399,19.97948,19.20366,18.73628,0.5000193
19.85298,18.89157,18.48159,18.28817,18.2196,-0.0007770524
22.95096,23.10765,21.76665,21.20687,20.74799,1.066106
22.18981,20.56098,19.18281,17.91014,17.22615,-1.182151e-06
25.20811,21.76795,21.68056,21.96682,21.38156,-0.0002854959
22.58854,22.13824,20.70545,19.8726,19.61648,0.6780648
21.0845,20.83904,20.72037,20.46054,19.93566,0.7311744
21.75684,19.7785,18.99647,18.60129,18.42261,-0.0002034125
20.47885,19.13822,18.56935,18.35818,18.24928,0.0008930482
25.09695,22.26484,20.82825,19.8241,19.21467,0.5049229
21.3624,19.43695,17.96183,17.37556,16.9492,0.2076593
22.14583,20.66193,18.94568,18.35799,17.88867,0.3008654
22.70851,22.04685,20.23004,19.37451,18.7821,0.4525616
22.39199,20.60942,18.80817,18.18437,17.8036,0.3822391
25.86963,21.89274,20.35202,19.38431,18.95904,0.5216476
25.56091,23.30336,21.84437,20.78115,20.07893,0.6174551
22.3425,22.52493,21.8441,21.8491,22.36588,1.377934
18.32671,16.16752,15.23627,14.75338,14.36474,0.06060966
23.14826,21.18751,19.35646,18.70908,18.20362,0.3326845
24.06383,22.79337,21.95182,21.39786,21.01524,0.6176381
22.24642,22.14451,21.55078,21.49466,21.41153,1.219674
20.54056,19.36108,18.84117,18.63247,18.5437,-0.0003544557
20.29991,20.34932,20.75046,20.87366,21.07996,1.887656
24.94256,23.16125,21.17548,20.08324,19.30741,0.6253341
20.30222,18.45929,17.74474,17.30834,17.00946,0.1197646
21.8714,21.41014,21.19035,21.07611,20.62352,-0.0004227446
22.14734,20.60607,18.88653,18.31314,17.93888,0.3315328
23.87308,20.80208,19.28354,18.20445,17.56765,8.560381e-05
23.61772,22.69211,20.81505,19.71092,19.517,0.5456167
23.55102,21.75606,19.95338,19.15902,18.69986,0.4760732
20.64977,19.46514,19.13896,18.98562,18.94582,9.727602e-05
22.11431,21.42373,21.23321,21.19753,20.86385,0.7766972
22.21652,21.89186,20.66637,19.79477,19.30574,0.6299276
18.11762,16.81181,16.13282,15.719,15.44436,0.0822554
27.04755,22.46054,20.53973,19.42724,18.7311,0.625249
21.42839,20.75661,20.33553,20.21292,19.81861,0.8487871
25.85197,22.17866,20.56548,19.66118,19.19203,0.4859353
23.9236,21.80006,21.44387,20.7323,20.65634,0.6847959
23.5749,23.23332,21.64615,20.60221,19.68871,5.605593
25.86034,22.01935,20.31022,19.51291,19.09577,0.4563895
21.89442,21.7444,21.39724,21.39762,20.62255,0.7183855
19.07265,18.10492,17.75695,17.60282,17.56175,0.0004384486
18.46215,17.50223,16.88545,16.50458,16.30108,0.1141434
24.8794,23.4358,21.87422,20.54468,19.86169,0.6740342
25.25575,22.30486,20.61432,19.626,19.09681,0.554697
18.83875,19.97499,17.06969,16.56719,16.35658,0.05261082
22.64919,21.23868,19.57522,18.78437,18.28515,0.4328028
20.6844,20.16921,20.38564,20.39711,20.24982,2.461657
23.08829,21.5197,19.87471,19.03691,18.594,0.4748114
21.75707,21.92411,22.07865,21.67054,21.13389,1.990263
22.79278,22.87654,21.52407,20.4839,19.81773,0.60862
23.16956,21.29968,20.52779,20.25737,19.9616,-0.0003561289
21.38586,21.29109,20.61195,20.45378,20.57265,1.181549
26.20543,24.85854,21.90605,20.47061,19.81932,0.707917
20.50812,19.58396,19.2341,19.04984,19.01168,0.8164212
20.2037,19.24315,18.89384,18.72693,18.65501,-0.0004701846
23.16083,22.85442,22.69872,21.61609,21.3539,0.9308993
20.87754,18.92285,17.89083,17.4375,17.08935,0.09632443
22.48082,22.79976,20.78447,19.65371,18.9473,0.7046124
22.10863,22.02124,21.87699,21.63417,22.20053,1.659943
23.11574,22.03739,20.27707,19.49604,19.14475,0.4957813
21.98419,21.49426,20.16874,19.42644,18.74483,0.5750387
20.08956,18.64603,17.62753,17.11169,16.86996,0.1809886
20.60488,18.17549,17.19864,16.87046,16.68578,-0.0001066374
24.36221,21.45572,21.19671,21.34623,20.80076,3.094244
19.71468,18.77876,18.54979,18.62625,18.46906,-0.0007814832
16.98906,15.48894,14.94815,14.75921,14.70139,0.0001307813
20.79409,19.89359,19.80755,19.81086,19.82845,-0.001012162
21.51021,21.37907,20.86987,20.36894,20.23818,1.323578
22.06404,19.51658,17.97801,17.42628,17.08709,0.2599979
23.90862,21.89974,20.30561,19.31739,18.9204,0.4779993
24.81443,22.60262,22.78441,21.84717,22.55596,0.8144458
19.29803,17.94595,17.45363,17.2777,17.19597,-9.077757e-05
22.51414,21.53984,20.44605,20.03492,19.68837,-0.000489777
18.89403,17.91855,17.4412,17.09431,16.96715,0.09090672
23.72004,22.10795,21.56343,21.11657,20.66241,2.090661
22.26142,22.30677,21.78615,21.6727,21.04755,1.147499
22.70825,21.90005,22.10326,21.96315,21.33726,1.761667
25.54616,21.34528,19.66648,18.82064,18.48443,0.459121
22.39417,21.80158,21.36275,21.45646,21.31361,-0.001478434
20.2404,20.21856,20.62237,21.0049,22.15899,-0.0001083854
26.2215,21.16843,19.37092,18.6184,18.27315,0.3498053
24.44126,22.82917,21.17596,20.20389,20.20415,0.4900436
18.70988,17.2111,16.47768,16.05328,15.75755,0.07503214
25.91701,20.95903,20.048,19.7653,19.54143,0.0009154833
19.14225,17.33521,16.50738,16.1011,15.796,0.06869552
25.57702,23.0538,21.69507,20.27274,19.61579,-2.50129e-05
23.63225,22.99951,22.17736,21.35038,20.86033,0.7176096
20.03963,20.02164,19.91582,19.57435,19.42374,1.834843
19.38951,19.19968,18.85808,18.72293,18.7006,1.337216
19.32954,17.38625,16.44856,16.00689,15.69421,0.08436498
16.79433,15.37063,14.67624,14.27387,14.03362,0.07270835
22.65145,21.74646,21.4492,21.38474,21.06464,1.032578
22.61261,21.07927,19.32657,18.65606,18.23277,0.3692543
19.80382,17.93024,16.98172,16.55512,16.24015,0.08927703
24.41107,22.75958,21.13392,20.00299,19.48908,0.6220316
22.80796,22.38748,20.53388,19.55764,19.05458,0.4985822
22.54514,21.62288,21.3035,20.90417,20.40209,0.8463496
19.85409,17.91029,16.92689,16.46895,16.13085,0.1212357
22.99041,23.14304,21.08636,20.17269,19.63061,0.4890082
24.23669,21.32558,20.9352,20.29013,20.02224,2.385644e-05
25.87628,21.54664,20.15461,19.38502,19.00241,0.2740792
23.25092,20.67565,20.24545,20.09078,19.96005,-0.0004179965
21.70297,19.29843,17.73525,17.17456,16.78918,0.2417488
26.1571,24.0893,21.17985,20.06539,19.25286,0.7693077
21.46945,20.98221,20.89408,20.68706,20.3617,0.6900436
22.86435,21.59323,20.39124,19.49646,19.18407,0.6148151
21.79235,21.76133,20.5468,19.39456,18.81936,0.6614429
22.17601,19.39086,18.03023,17.42529,17.04111,0.2174781
21.92066,20.49198,19.8974,19.64998,19.52262,3.404964e-05
19.05034,17.2483,16.39124,15.9968,15.66536,0.05117238
17.63191,16.97161,17.26605,17.47807,17.62,-0.0006519359
25.13262,21.38006,19.67691,18.81504,18.27821,0.0
20.77034,20.73456,20.44853,20.36494,20.37146,1.318842
18.47566,17.31879,16.81042,16.59652,16.49559,-0.0006998316
26.2553,22.12508,20.53815,19.615,19.03961,0.5171068
23.6107,22.51025,21.97473,21.39392,21.63765,0.5178158
25.03086,22.59697,20.84142,19.76218,19.36512,0.537369
23.00189,23.18074,21.50224,20.49505,19.82055,0.5364572
23.5902,21.20947,19.37614,18.74965,18.4028,0.3426172
21.75646,21.94064,21.82121,21.65269,21.53694,1.518965
24.50126,23.4228,20.82187,19.62907,19.09905,-3.246209e-05
20.70777,19.05648,17.64769,17.1275,16.76156,0.216306
19.73186,18.40292,17.63176,17.14059,16.87598,0.1109961
23.74935,22.26311,21.51138,20.35328,19.5309,0.8423151
21.98144,22.07973,21.92136,21.49021,21.48342,1.62201
25.19764,21.82302,20.01522,19.18898,18.85283,0.0
23.42047,22.27048,22.29359,21.71515,20.49601,0.8638963
20.77046,18.80106,17.69255,17.19925,16.75342,0.1118238
23.0188,22.32405,21.04858,20.07796,19.64848,0.552479
17.93945,17.12549,16.26034,15.80998,15.49067,0.153626
23.54273,22.51641,20.62419,19.60142,19.18836,0.5140949
20.30086,18.09573,16.83566,16.32583,15.97784,0.1983152
23.58846,21.63663,19.58529,18.96887,18.46753,0.351288
20.16278,18.92592,18.71788,18.65875,18.56419,-0.001217067
25.9804,22.50495,21.17863,20.56061,20.29977,-0.0001079692
25.3921,23.05947,21.69304,20.86427,20.7867,0.0001066123
24.44965,22.48523,20.8887,19.7177,19.37006,0.6769615
22.89558,22.56272,21.04894,20.14736,20.01081,0.4970208
24.12064,21.89253,20.12948,19.25464,18.57761,-2.033802e-05
21.60814,21.01297,20.28734,19.53805,19.2382,0.6131286
22.44696,22.07043,20.9099,19.96306,19.45446,0.6641459
23.54061,20.62558,19.22173,18.14135,17.63152,0.0003303836
24.93708,21.47897,21.1902,21.20227,20.64425,-0.0005631815
24.02001,22.07443,20.69719,19.62947,19.07816,0.602148
18.03736,16.33747,15.53314,15.1161,14.79418,0.0754552
24.22457,22.18505,21.8364,21.5848,22.05679,1.189652
23.72739,24.24764,22.46206,21.43966,23.46454,0.8440523
21.91334,21.85487,21.93945,21.66573,21.48117,1.833719
21.86695,19.59015,18.09523,17.55786,17.15152,0.2377657
21.06466,18.88207,17.73405,17.24035,16.96771,0.174781
19.44961,18.31485,17.48936,17.04914,16.76116,0.1912024
20.50722,20.3797,20.01263,20.03498,20.23521,1.124207
19.9484,19.62667,19.11434,18.97185,18.94263,1.277587
22.57599,22.60527,22.42003,21.65014,21.76567,0.8233426
21.71268,21.61632,20.93094,20.95752,21.1063,0.354301
21.29816,20.39541,19.53425,19.10619,18.76536,0.2300612
24.27707,22.78142,22.03469,21.44589,20.47414,0.8990215
20.44777,19.81882,19.81418,19.91156,19.54759,0.7373634
21.85273,21.20892,21.03169,21.12796,21.12445,2.625176
20.82976,20.80384,20.78475,20.55415,20.4551,1.744517
23.70799,21.35013,19.51568,18.81818,18.4197,0.4057026
22.8867,22.61585,23.03641,21.55019,21.99405,0.872356
16.48647,15.11733,14.46602,14.1145,13.83507,0.03026669
20.71019,18.55345,17.46988,17.00852,16.62538,0.1077687
21.09334,20.88215,20.6322,20.57314,20.26611,0.9539593
16.711,15.77958,15.4569,15.2642,15.13657,0.032547
23.72808,22.96921,22.00168,21.32034,20.97371,0.7964633
22.85828,22.99834,22.34736,21.83436,21.68293,0.7529105
22.04413,21.47848,20.98654,20.76069,20.76194,1.502944
18.81026,18.72734,18.52041,18.51609,18.48349,1.306372
19.88653,17.9438,16.66097,16.15675,15.83632,0.1953496
23.37001,21.72206,20.04691,19.03925,18.57429,0.6225089
22.56036,21.36167,21.3228,21.28593,22.72076,2.40029
21.28752,18.63894,17.3216,16.81832,16.4014,0.1776618
20.71721,20.59999,20.11214,20.03552,19.91449,1.216893
21.28992,21.3672,21.2841,21.03619,20.65615,1.826948
24.63471,21.50378,20.35737,19.56347,22.82693,1.554735
24.89331,22.88124,22.17694,21.93464,21.46078,0.0
25.94357,21.66711,20.25593,19.23228,18.87739,0.5811405
18.54478,16.97064,16.42581,16.30713,16.16138,0.0001133428
18.73535,17.61814,17.1403,16.95061,16.87717,0.0009312207
20.55989,18.46081,17.36429,16.90189,16.53473,0.1550397
24.00029,24.22127,21.11188,20.0141,19.57376,0.5871409
19.08117,17.60231,16.81363,16.3816,16.07,0.1037019
17.33265,16.17621,15.78515,15.63165,15.55226,-5.112103e-05
25.21285,22.98075,20.54153,19.6404,19.31725,0.5217813
21.95965,21.10066,20.9297,20.72968,20.68113,2.652328
20.59401,19.3332,18.83321,18.62408,18.55209,-0.0007051249
19.4719,18.51169,18.16232,18.03031,17.97199,-0.0002752337
17.37933,16.1701,15.69209,15.40809,15.18372,0.02815996
25.53537,24.83164,22.74512,21.59386,19.04978,-0.0001692291
26.58755,20.91068,19.99245,19.55455,19.32729,-0.0001701695
18.21246,16.98857,16.46376,16.26197,16.1627,-0.0001643027
19.67153,19.69486,19.75858,19.41358,19.24811,1.965962
25.60016,23.12555,23.02678,22.19069,21.39191,1.417455
21.27197,20.98454,20.61275,20.34887,20.3515,1.515711
22.83323,21.3621,20.28086,19.58115,19.38242,0.5422805
22.03514,20.29683,19.46304,19.09291,18.8678,-0.001054445
18.75094,16.93228,16.13795,15.8001,15.60341,-0.000198971
18.15502,17.00419,17.15747,17.30852,17.42393,0.0002054698
21.05702,19.81048,19.45113,19.12442,19.04934,0.06526224
25.25791,22.44945,20.73756,19.74166,19.20426,0.5673413
19.35056,19.07146,19.01622,18.77282,18.87061,1.604503
19.84422,19.72621,19.80161,19.57837,19.44409,1.72054
24.63467,20.09744,20.12062,20.13002,20.43873,1.837115
23.16364,20.48287,18.82836,18.22455,17.84279,0.329329
22.42752,21.16179,19.38179,18.69099,18.3115,0.3873075
21.98295,21.59571,21.22001,20.88486,20.70979,1.663898
21.43926,20.52374,20.34881,20.29616,20.30432,-6.340264e-05
21.244,20.41709,20.4439,20.4555,20.09519,2.513567
22.98158,20.29752,19.48907,19.16707,19.37893,-0.0001327011
22.45191,24.51149,21.41286,20.08084,19.72976,0.6653125
22.13491,22.07643,21.6585,21.32995,21.21974,2.412209
24.13324,22.72354,21.27687,19.99952,19.66866,0.6280431
20.21181,18.55869,17.37307,16.84913,16.53082,0.1650451
20.9882,18.95154,17.60144,17.06615,16.62712,0.1679084
22.1147,21.47865,20.52882,19.71111,19.34169,0.6645384
19.52714,17.68639,17.02125,16.64762,16.44436,0.09914885
22.64904,22.15136,20.73703,19.6599,19.08176,0.5471004
19.29944,17.81472,17.22647,16.96866,16.71891,0.09705431
22.73405,22.75937,21.36752,20.15886,19.49471,0.8562841
24.46708,22.94461,21.79467,20.7268,20.39645,0.6376681
22.41101,22.04846,21.70402,21.47963,21.50635,2.317172
21.83709,19.79982,18.30536,16.8725,16.07416,0.0001486431
21.86439,22.08162,21.95185,21.86004,21.35893,1.406969
22.59276,20.79984,20.43304,20.3291,20.04849,2.237006e-05
24.81284,23.14101,20.87346,19.53461,19.22389,0.6045213
20.79225,20.24063,20.26446,20.35425,20.52237,0.0004855396
23.89869,22.53978,21.96508,20.58312,19.56509,3.232347e-05
24.31368,22.97737,21.08122,19.92166,19.46485,0.574033
23.26478,20.47963,18.85592,18.17996,17.78746,0.2686626
18.91782,17.79582,17.34079,16.93935,16.82496,0.1017541
24.1225,23.38626,21.56043,20.51824,19.58221,0.794353
24.06319,21.90396,21.33457,21.32065,21.0298,6.706752
20.40861,17.7866,16.52599,16.06296,15.7668,5.397654e-06
22.78124,22.31276,20.51832,19.6001,19.16008,0.5064446
21.68496,22.02149,21.76989,21.61828,22.06717,1.990192
24.44551,21.90323,21.65403,21.53427,21.36286,1.554698
22.6353,22.72935,21.23699,20.14039,19.81498,0.6271784
20.51423,20.16542,20.078,19.90205,19.86366,2.126204
20.08496,19.95234,19.97939,19.72665,19.57455,1.646675
23.71191,23.13247,22.81427,22.33185,22.08482,0.5118163
20.40939,20.22334,19.98126,19.81886,19.78647,1.29636
24.47667,21.70378,20.15459,18.84297,18.11103,-1.01511e-05
24.4018,22.27541,20.94641,19.66877,18.82206,-0.0001011444
23.20978,22.65256,22.42967,21.89106,21.65622,0.8197529
22.76178,21.80602,20.45913,19.67636,19.16668,0.5096185
24.02885,21.95169,20.5065,19.51817,19.0238,0.5981284
23.11101,22.59517,22.27968,21.9596,22.28615,4.072134
17.79461,17.19322,16.23356,16.03242,15.43787,0.05663349
22.76467,22.82473,22.99241,21.87997,21.36436,0.8703609
22.06654,21.09888,20.76004,20.61261,20.57879,0.0001285006
21.44656,21.36682,21.3457,21.02357,21.13019,1.925907
25.86221,21.45709,19.90678,19.07201,18.87003,0.4795138
22.44667,21.40541,19.84862,18.91039,18.40888,0.4766832
20.67707,19.52469,19.20095,19.09281,19.10504,-0.0008083924
18.99796,18.04481,17.68075,17.45656,17.34046,0.0535612
22.69119,20.6156,19.3358,18.85609,18.48791,0.2119499
25.94885,22.9428,21.69079,20.45517,20.21289,0.8062049
21.32611,20.81608,19.59982,19.04002,18.49787,0.355038
21.71745,20.94992,21.25597,21.10878,20.85208,2.393671
22.76358,22.0297,22.04075,22.19468,21.91691,2.192742
22.37027,22.62199,21.94106,21.96538,21.60857,1.976862
20.30496,20.05375,19.84089,19.74682,19.52745,0.8855145
23.15094,20.95816,19.22631,18.57619,18.1608,0.3315355
22.19588,21.11042,19.44641,18.6904,18.21302,0.404332
21.36336,21.4711,19.66469,18.48076,17.92658,0.6354323
25.44168,22.67206,21.3239,19.98663,19.44994,0.6060806
23.18096,21.77639,20.2736,19.34734,18.99135,0.5539593
25.33423,24.11372,22.14317,20.83154,19.76795,0.775857
22.33495,21.63192,20.42965,19.4622,19.19823,0.6392999
20.05619,18.6029,17.76049,17.29162,16.9485,0.09926363
23.65568,22.69736,21.73711,21.06626,20.28891,1.009555
20.05589,18.12872,17.20383,16.81543,16.51579,0.09981851
22.12119,22.56431,21.35474,20.74269,20.69789,0.6503434
22.34509,21.65433,21.19985,20.04608,19.38405,0.4281779
21.43922,20.96877,20.69514,20.31302,20.07991,0.5744612
25.41167,22.36831,20.67661,19.65078,19.1463,0.5746937
21.86073,20.49502,20.46675,20.54894,20.4593,0.0001007488
26.36056,21.21671,19.44722,18.7437,18.34783,0.4107159
23.26023,21.90539,20.00483,19.12943,18.60455,0.4990535
23.38384,20.65388,19.20906,18.02231,17.36147,-0.0002465971
22.37098,21.78472,21.208,21.09382,20.91056,1.035354
19.3436,18.30703,17.84151,17.56042,17.37944,0.02784197
23.04378,22.51584,20.85355,19.89024,19.47498,0.6016757
18.15018,17.08959,16.66657,16.38578,16.19134,0.03827372
22.60072,20.0008,18.33612,17.66211,17.21531,0.2729241
23.6105,22.40627,20.66164,19.60904,18.98472,0.5028584
22.99365,21.02315,19.9837,19.49653,19.36899,-0.0008214187
23.64359,22.01485,20.54355,19.50955,19.20176,0.5278206
23.11561,22.1948,20.82283,19.94826,19.90099,0.5682265
22.75274,23.30439,22.24051,21.68484,21.18946,0.6957173
21.4968,21.48787,21.37095,21.15469,21.16608,0.5189391
23.07674,22.16633,20.64596,19.70558,19.38646,0.8354759
21.36451,20.45918,20.14431,20.00733,19.64801,-0.0007445118
21.64004,20.73166,19.51513,18.65154,18.21913,2.649666
22.78229,22.19718,20.93252,20.1147,19.78479,0.5964046
19.33305,17.64699,16.64043,16.20899,15.871,0.1317669
25.57968,22.2081,20.62328,19.61496,19.22162,0.5110283
16.63218,14.7109,13.85227,13.40029,13.10433,0.02262556
23.2844,21.2778,19.44558,18.75044,18.40717,1.053203
16.98413,15.48743,14.98649,14.83138,14.78144,-5.989919e-05
20.46262,18.10149,17.08979,16.70486,16.45713,0.0001924009
22.58037,21.2905,19.38588,18.81485,18.39951,0.3886835
20.32697,19.21453,18.89734,18.61381,18.61743,0.04523212
24.05947,22.40265,20.98611,19.7766,19.24623,0.5690321
24.70193,22.08121,20.48699,19.21015,18.74207,0.5756053
18.13664,16.77991,16.22405,16.00963,15.92698,-0.0003462444
25.23434,22.8195,20.6841,19.54897,18.95666,0.5692879
22.07581,20.7339,19.21549,18.64846,18.32315,0.2984037
19.78328,18.02239,17.09295,16.65289,16.30456,0.1099623
23.07306,21.06239,19.6618,18.63629,18.09823,9.911184e-05
22.67305,19.77765,18.62002,18.1471,17.87811,-0.000247631
24.66569,22.78855,21.59069,20.5016,19.56465,0.0003378147
21.62166,21.07698,20.71422,20.3333,20.241,0.4897861
20.97528,20.95329,20.52719,20.5189,20.58319,1.131425
22.36439,19.34951,17.85098,17.23643,16.9025,0.2741862
22.74228,22.31581,20.94478,19.87786,19.49165,0.5998912
24.45495,21.8206,21.32804,21.23274,21.67807,3.237809
23.32839,21.99945,20.29562,19.51019,19.15708,0.4406061
20.94991,18.97243,17.69581,17.15494,16.71647,0.1705672
21.75268,22.14813,22.14816,21.70603,21.26127,0.953145
25.49045,21.77913,20.60549,20.40023,20.2975,3.952275
26.56971,23.32861,21.91576,20.90436,19.92748,0.7655373
20.88583,19.70819,19.6082,19.64877,19.54119,-5.577988e-05
22.71833,22.09212,21.47614,20.64861,20.13938,0.7747798
22.84979,22.21611,20.59837,19.29649,18.36464,0.6964039
19.60485,18.02548,17.1289,16.66787,16.32618,0.1355221
24.80572,22.07831,20.32846,19.37362,18.97201,0.4661728
23.69933,23.44093,20.99336,19.77139,19.5698,0.5879827
25.09972,21.98782,20.09986,19.13821,18.54569,0.5284095
20.18475,19.64012,18.88394,18.44807,18.31236,0.1835276
24.31781,24.12697,22.13702,20.66248,19.78853,0.724126
20.12676,18.57255,17.69275,17.19157,16.81391,0.1581276
21.93913,21.42665,21.09977,21.05752,20.86324,-0.0004563346
23.00174,21.04317,19.3677,18.61627,18.17718,0.3469108
25.81698,22.64729,20.55622,19.71414,19.23367,0.4780718
19.9097,18.05554,16.89763,16.42843,16.07575,0.1422248
19.06452,17.81919,17.38234,17.19224,16.96412,0.04351874
21.79755,21.59973,19.79791,18.83747,18.32784,0.5118914
18.11548,16.19225,15.44974,15.20457,15.05684,-1.572763e-05
18.07568,16.35721,15.7689,15.52802,15.44613,-2.620282e-05
22.83188,21.74161,19.91601,18.90629,18.38099,0.5040912
21.59107,21.60762,21.17748,21.0618,20.5715,1.172421
21.57008,19.57024,18.09894,17.5429,17.19522,0.270087
20.03244,19.53546,19.39129,19.36537,19.29494,2.603344
23.97392,21.32386,19.85139,19.26899,18.92953,0.0002077251
25.91587,22.48261,20.87931,19.99211,19.60293,0.4952094
27.06972,24.22296,22.11438,20.84341,19.73551,0.8425481
24.33778,23.24314,21.43328,20.35134,19.65285,0.5405598
20.47063,18.5007,17.35088,16.8653,16.53601,0.1620861
22.74873,21.87834,20.34755,19.41721,19.04708,0.4638304
23.82696,22.54927,21.74872,21.16466,21.74987,0.7175658
19.87389,18.89917,18.51137,18.37907,18.31718,0.0005772813
21.90905,21.60327,21.51304,21.25612,21.35397,2.661511
17.00738,16.28332,16.13911,16.18876,16.12078,0.006308075
19.6092,19.45711,19.38846,19.45089,19.28784,0.8923182
22.10072,19.8463,18.33722,17.79002,17.45071,0.2611922
25.30645,21.69673,19.94472,18.97807,18.58817,0.4844636
20.28194,18.48581,17.48734,17.06519,16.71219,0.1122556
23.59435,20.18477,18.7406,17.24309,16.46706,-0.0001311428
22.33018,20.42502,20.05746,19.96084,19.94668,3.168495
20.29403,19.33619,18.95897,18.81211,18.7246,0.0007928479
17.88123,16.90685,16.6137,16.52099,16.46957,9.389579e-06
26.25162,21.86347,20.46465,19.04615,18.30052,0.698787
20.89038,18.84851,17.91862,17.39327,17.02041,0.08852965
21.6231,21.82959,21.68387,22.3049,22.20663,0.01277055
24.59531,21.59229,19.90677,19.21117,18.7447,0.000422454
23.24241,20.99357,20.52721,20.30989,20.32844,-0.0001525407
22.35578,21.66718,20.99232,20.01241,19.81116,0.5302768
23.21332,23.4668,21.17101,19.80572,19.32258,0.684873
22.0858,21.24192,20.18649,19.47538,19.47539,0.473616
18.68761,17.42693,17.34004,17.33016,17.33578,-5.486834e-07
21.68301,20.64118,18.86304,18.30083,17.85814,0.3804311
20.53428,18.71786,17.60915,17.10314,16.7542,0.1789066
21.85596,19.69561,18.22129,17.65927,17.32491,0.2257901
23.89537,23.04542,22.15345,20.59228,20.2494,0.6455884
24.56729,21.61953,19.65345,18.92086,18.7195,0.4053776
24.63493,23.41818,23.99138,22.27114,21.75004,0.7837788
18.26631,16.59108,15.90328,15.59077,15.34798,0.02054884
18.2472,16.80879,16.00903,15.59248,15.28286,0.1070424
20.34308,20.12892,20.34323,20.63153,21.02014,-7.307511e-05
26.21013,24.91469,23.28612,21.19524,20.13166,0.8409984
20.08381,18.11283,17.16259,16.67832,16.30991,0.08163181
25.81494,21.929,20.36325,19.48936,19.06692,0.4575296
20.74016,20.37686,20.10742,20.10408,19.96058,1.449446
18.70022,16.8924,16.11697,15.75158,15.46582,0.04531518
22.63744,20.52972,18.86095,18.1334,17.70214,0.3216037
22.45282,20.07187,18.66962,18.05143,17.78417,0.000283845
25.72678,21.96488,21.72571,21.91342,22.14652,1.032584
21.38903,21.05516,20.85499,20.66212,20.23112,1.275045
18.4408,16.48724,15.5803,15.16225,14.83208,0.0804155
25.48461,22.04029,20.32964,19.51244,19.25452,0.403759
25.96607,22.46089,20.75235,19.71143,19.09498,0.5602173
26.61366,21.9763,20.24012,19.25977,18.65605,0.5190644
23.91324,21.65996,20.05655,19.22544,18.7857,0.5019311
25.72238,21.9942,20.54798,19.56113,19.04557,0.5511106
23.88013,21.68035,20.08343,19.21722,18.93717,0.5043
27.14988,22.64434,21.28514,20.24047,19.12199,1.04452
25.23881,23.95715,21.88483,20.48037,19.66375,0.7651849
25.2592,22.81291,21.69319,22.06785,21.04965,1.086824
23.04468,21.97842,21.88367,21.79513,22.13017,-0.000223629
19.50396,17.86773,17.08007,16.72769,16.45455,0.05352443
20.38304,18.64099,17.73066,17.35346,17.02403,0.08496974
24.62498,21.31233,19.85745,19.01796,18.6312,0.593202
22.5067,20.26373,18.51501,17.91309,17.53947,0.3143161
19.32916,18.10717,17.5393,17.28995,17.15266,0.0002819853
22.56489,24.80181,21.64172,20.60062,19.80608,0.8809956
21.89617,21.48338,21.2472,21.13031,20.9589,1.597519
22.42056,20.85143,19.41694,18.83722,18.36128,0.3651654
21.88748,20.65626,20.09869,19.90188,19.87705,-0.0008936194
25.12038,21.13154,19.46882,18.5397,18.0519,0.5286428
19.98488,19.94332,19.9769,19.60804,19.51797,1.785929
18.12814,17.19946,16.89557,16.73619,16.58856,0.0298836
20.96629,20.42195,20.35126,20.26922,20.08574,2.170872
21.00199,21.08834,20.86,20.87079,20.69422,1.172026
21.06232,20.76348,20.51021,20.38888,20.30305,1.368136
26.35942,20.66918,18.85233,18.27826,17.87003,0.3574354
24.19512,21.8527,20.10659,19.30292,18.77349,0.4178017
21.40412,20.79306,20.55912,20.46661,20.21397,-9.510037e-05
22.08247,21.72161,21.57226,21.4739,20.87276,4.415693
21.72301,20.98268,21.00883,20.69361,21.43816,2.169533
23.23672,23.23346,22.69258,22.29688,22.56883,0.6789867
23.45622,22.27986,21.58447,21.30321,20.88726,0.463075
24.00853,22.4436,21.01627,19.98264,19.36509,0.5053894
19.62716,17.55354,16.57008,16.1019,15.75875,0.0677683
23.57614,23.06947,22.258,21.80918,21.48687,0.8305244
22.08364,21.30634,20.10919,19.34709,18.92374,0.5623173
25.08912,23.00681,20.80445,19.4404,18.5991,-0.0001963593
22.52008,21.48812,20.23379,19.39652,19.05761,0.5152975
18.8185,17.65882,17.15764,16.9578,16.85175,-0.0002243167
25.38875,21.93771,21.67511,22.29181,22.15403,2.954482
17.51958,16.53628,16.17952,16.0633,16.03431,-0.001077118
21.79483,20.27392,18.695,18.02138,17.59623,0.3882425
23.69561,21.6815,21.58637,21.56088,21.48017,0.6735958
21.8502,21.73167,21.71104,21.13923,21.56964,1.655001
19.13862,17.17633,16.41677,15.99505,15.67847,0.07364443
22.7567,22.28287,20.94569,19.9737,19.45969,0.5572381
22.8143,20.93918,20.58111,20.92759,20.80929,-0.0007314361
19.78856,19.24617,18.80233,18.61578,18.59775,0.2147711
20.77753,20.87123,20.52938,20.50458,20.72159,1.299674
21.67879,21.30186,21.03815,21.06368,21.02387,1.211689
24.02405,23.04365,21.71527,20.58046,19.66987,0.6095598
22.06485,21.58667,22.09463,21.78921,22.51401,0.08967804
19.42725,18.32088,18.03426,17.94504,17.90832,0.000103251
22.21678,21.91298,21.66628,21.53615,21.38938,0.7128826
19.03401,17.78177,17.22042,16.86629,16.62329,0.0539447
